user_id,age,gender,country,source,order_id,quantity,created_at,product_id,price,category
65895,45,M,United States,Search,82501,1,02-01-2022,26768,25,Sleep & Lounge
65895,45,M,United States,Search,82501,1,02-01-2022,18138,85,Active
65895,45,M,United States,Search,82501,1,02-01-2022,20478,37.90000153,Suits & Sport Coats
65895,45,M,United States,Search,82501,1,02-01-2022,23321,44.99000168,Shorts
3141,35,F,China,Search,3888,2,02-01-2022,11466,44.99000168,Intimates
3141,35,F,China,Search,3888,2,02-01-2022,9350,16.60000038,Socks & Hosiery
21922,38,M,China,Search,27388,1,02-01-2022,20868,155,Jeans
21922,38,M,China,Search,27388,1,02-01-2022,23361,34.81999969,Shorts
44428,63,M,Japan,Email,55558,1,02-01-2022,24576,25,Socks
14942,25,F,United States,Organic,18543,1,02-01-2022,6947,57.08000183,Shorts
45824,41,M,Poland,Search,57262,1,02-01-2022,17681,28.43000031,Fashion Hoodies & Sweatshirts
51904,13,F,China,Search,64982,1,02-01-2022,13090,25,Swim
51904,13,F,China,Search,64982,1,02-01-2022,1860,57,Fashion Hoodies & Sweatshirts
51904,13,F,China,Search,64982,1,02-01-2022,8065,119.5,Suits
48360,64,M,United States,Facebook,60447,1,02-01-2022,23340,49.5,Shorts
48360,64,M,United States,Facebook,60447,1,02-01-2022,26594,44.99000168,Sleep & Lounge
92655,52,F,China,Search,115712,1,02-01-2022,12311,37.45000076,Intimates
73321,46,M,France,Email,91662,1,02-01-2022,24946,13,Socks
91720,55,F,China,Organic,114559,2,02-01-2022,3506,140,Dresses
91720,55,F,China,Organic,114559,2,02-01-2022,7833,129.9900055,Blazers & Jackets
91720,55,F,China,Organic,114559,2,02-01-2022,4890,75.77999878,Jeans
19234,70,F,France,Search,23999,1,02-01-2022,13325,54,Swim
19234,70,F,France,Search,23999,1,02-01-2022,8622,125,Outerwear & Coats
86159,33,F,Brasil,Search,107655,4,02-01-2022,3021,42,Active
86159,33,F,Brasil,Search,107655,4,02-01-2022,10573,50,Intimates
86159,33,F,Brasil,Search,107655,4,02-01-2022,9856,80,Sleep & Lounge
79365,32,M,United States,Email,99243,1,02-01-2022,21654,39.99000168,Pants
18015,58,M,Germany,Search,22437,1,02-01-2022,25877,36,Underwear
16127,66,F,China,Search,20067,1,02-01-2022,10154,25,Sleep & Lounge
16127,66,F,China,Search,20067,1,02-01-2022,8334,75,Outerwear & Coats
99264,63,M,United States,Search,124073,3,02-01-2022,21581,136,Jeans
99264,63,M,United States,Search,124073,3,02-01-2022,20168,149,Suits & Sport Coats
99264,63,M,United States,Search,124073,3,02-01-2022,18981,69.98999786,Sweaters
39551,37,M,China,Search,49568,1,03-01-2022,25197,10.98999977,Socks
39551,37,M,China,Search,49568,1,03-01-2022,22143,34.99000168,Pants
49683,53,F,China,Organic,62133,1,03-01-2022,1104,64.37999725,Sweaters
19898,41,M,United States,Search,24817,1,03-01-2022,27495,25,Swim
19898,41,M,United States,Search,24817,1,03-01-2022,28532,26.95000076,Accessories
19898,41,M,United States,Search,24817,1,03-01-2022,22543,51.95999908,Pants
19898,41,M,United States,Search,24817,1,03-01-2022,28350,29.98999977,Accessories
19898,41,M,United States,Search,24817,1,03-01-2022,20211,11.60000038,Suits & Sport Coats
5047,16,F,Germany,Search,6231,1,03-01-2022,1972,84,Fashion Hoodies & Sweatshirts
97532,17,F,China,Organic,121862,1,03-01-2022,3224,88.80000305,Dresses
97532,17,F,China,Organic,121862,1,03-01-2022,7852,9.880000114,Blazers & Jackets
97532,17,F,China,Organic,121862,1,03-01-2022,4204,68.52999878,Jumpsuits & Rompers
45831,69,M,China,Organic,57274,1,03-01-2022,24002,242.2899933,Outerwear & Coats
87746,26,F,Brasil,Search,109597,4,03-01-2022,11215,34,Intimates
87746,26,F,Brasil,Search,109597,4,03-01-2022,8030,50,Clothing Sets
87746,26,F,Brasil,Search,109597,4,03-01-2022,13584,98,Swim
87746,26,F,Brasil,Search,109597,4,03-01-2022,13405,24.98999977,Swim
92899,12,M,China,Search,115994,1,03-01-2022,21307,169,Jeans
92899,12,M,China,Search,115994,1,03-01-2022,25257,27.95000076,Socks
23834,35,M,China,Search,29784,1,03-01-2022,23361,34.81999969,Shorts
75830,18,F,United States,Search,94748,2,03-01-2022,5439,25,Pants & Capris
75830,18,F,United States,Search,94748,2,03-01-2022,11212,44,Intimates
39875,19,F,United States,Organic,49969,1,03-01-2022,11002,12,Intimates
39875,19,F,United States,Organic,49969,1,03-01-2022,12126,28.98999977,Intimates
3266,44,M,United States,Search,4042,1,03-01-2022,28607,6.949999809,Accessories
99505,15,F,Spain,Search,124362,1,03-01-2022,13077,56,Swim
97492,20,M,China,Search,121802,1,03-01-2022,17077,49.5,Fashion Hoodies & Sweatshirts
84595,33,M,United States,Search,105720,1,03-01-2022,28183,105,Swim
49272,18,M,France,Search,61612,2,03-01-2022,16774,29.98999977,Tops & Tees
49272,18,M,France,Search,61612,2,03-01-2022,19401,20.04999924,Sweaters
49272,18,M,France,Search,61612,2,03-01-2022,18011,54.95000076,Fashion Hoodies & Sweatshirts
69828,51,M,China,Organic,87278,2,03-01-2022,24753,12,Socks
69828,51,M,China,Organic,87278,2,03-01-2022,27924,52,Swim
69828,51,M,China,Organic,87278,2,03-01-2022,16052,34.5,Tops & Tees
69828,51,M,China,Organic,87278,2,03-01-2022,28799,45,Accessories
91818,46,M,United States,Search,114685,1,03-01-2022,18725,32.45000076,Active
82488,26,F,United Kingdom,Search,103155,2,03-01-2022,3064,65,Active
82488,26,F,United Kingdom,Search,103155,2,03-01-2022,6394,12.98999977,Shorts
32064,24,M,United States,Organic,40154,2,03-01-2022,27486,25,Swim
32064,24,M,United States,Organic,40154,2,03-01-2022,27033,17.98999977,Sleep & Lounge
39353,33,M,China,Search,49330,4,03-01-2022,26046,24,Underwear
39353,33,M,China,Search,49330,4,03-01-2022,22537,125,Pants
39353,33,M,China,Search,49330,4,03-01-2022,21493,148.5,Jeans
39353,33,M,China,Search,49330,4,03-01-2022,18015,109.9899979,Fashion Hoodies & Sweatshirts
75356,70,F,China,Facebook,94172,1,03-01-2022,2348,50,Fashion Hoodies & Sweatshirts
75356,70,F,China,Facebook,94172,1,03-01-2022,12967,59.99000168,Swim
20439,24,F,United Kingdom,Search,25513,1,03-01-2022,4564,34.5,Jeans
37028,67,F,Brasil,Search,46432,1,03-01-2022,11953,14.98999977,Intimates
37028,67,F,Brasil,Search,46432,1,03-01-2022,11598,44.95000076,Intimates
89611,67,M,United States,Email,111904,1,03-01-2022,20759,171.9499969,Jeans
89611,67,M,United States,Email,111904,1,03-01-2022,19107,62.99000168,Sweaters
79070,59,M,South Korea,Display,98870,1,03-01-2022,17160,50,Fashion Hoodies & Sweatshirts
79070,59,M,South Korea,Display,98870,1,03-01-2022,27371,33.90000153,Sleep & Lounge
3978,20,F,United States,Search,4917,1,03-01-2022,1943,48,Fashion Hoodies & Sweatshirts
76077,67,F,United States,Search,95044,1,03-01-2022,15053,100,Maternity
86881,28,M,China,Search,108556,1,03-01-2022,26723,18.5,Sleep & Lounge
86881,28,M,China,Search,108556,1,03-01-2022,23213,59,Shorts
72866,52,F,China,Search,91103,4,03-01-2022,13685,48,Accessories
72866,52,F,China,Search,91103,4,03-01-2022,7493,228,Blazers & Jackets
72866,52,F,China,Search,91103,4,03-01-2022,1165,42.99000168,Sweaters
72866,52,F,China,Search,91103,4,03-01-2022,3093,239.9900055,Active
13189,31,F,South Korea,Search,16316,1,03-01-2022,6072,12.98999977,Leggings
25917,33,F,Brasil,Search,32448,1,03-01-2022,11336,58,Intimates
82729,40,M,France,Search,103470,4,03-01-2022,25789,36,Underwear
82729,40,M,France,Search,103470,4,03-01-2022,19892,48,Suits & Sport Coats
52904,49,F,China,Organic,66313,1,03-01-2022,1262,149.9900055,Sweaters
52904,49,F,China,Organic,66313,1,03-01-2022,13971,48.93000031,Accessories
16267,26,M,United Kingdom,Organic,20253,1,03-01-2022,17856,21.98999977,Fashion Hoodies & Sweatshirts
6447,21,F,Brasil,Search,7932,2,03-01-2022,3432,36.99000168,Dresses
6447,21,F,Brasil,Search,7932,2,03-01-2022,13778,4.989999771,Accessories
17656,29,F,Germany,Search,21999,2,03-01-2022,7328,130.8500061,Skirts
17656,29,F,Germany,Search,21999,2,03-01-2022,3380,46.99000168,Dresses
13990,34,F,China,Search,17309,1,03-01-2022,13601,6,Accessories
57562,13,M,China,Search,72136,1,03-01-2022,20098,19.98999977,Suits & Sport Coats
2961,22,M,Germany,Search,3639,1,03-01-2022,28274,69.5,Swim
58584,37,F,South Korea,Search,73430,1,03-01-2022,6263,8.989999771,Leggings
5862,17,F,China,Search,7226,1,03-01-2022,14300,14,Accessories
5862,17,F,China,Search,7226,1,03-01-2022,5216,8.449999809,Pants & Capris
